function	function_usr	domain	provenance	current_source	current_header	original_source	original_header
p101_initstate	c:@F@p101_initstate	random	XSI	libraries/lib_numeric/src/p101_random/stdlib.c	libraries/lib_numeric/include/p101_random/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_seed48	c:@F@p101_seed48	random	XSI	libraries/lib_numeric/src/p101_random/stdlib.c	libraries/lib_numeric/include/p101_random/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_setstate	c:@F@p101_setstate	random	XSI	libraries/lib_numeric/src/p101_random/stdlib.c	libraries/lib_numeric/include/p101_random/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_srand48	c:@F@p101_srand48	random	XSI	libraries/lib_numeric/src/p101_random/stdlib.c	libraries/lib_numeric/include/p101_random/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_srandom	c:@F@p101_srandom	random	XSI	libraries/lib_numeric/src/p101_random/stdlib.c	libraries/lib_numeric/include/p101_random/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_hcreate	c:@F@p101_hcreate	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_hdestroy	c:@F@p101_hdestroy	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_hsearch	c:@F@p101_hsearch	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_insque	c:@F@p101_insque	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_lfind	c:@F@p101_lfind	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_lsearch	c:@F@p101_lsearch	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_remque	c:@F@p101_remque	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_tdelete	c:@F@p101_tdelete	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_tfind	c:@F@p101_tfind	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_tsearch	c:@F@p101_tsearch	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_twalk	c:@F@p101_twalk	search	XSI	libraries/lib_search/src/search.c	libraries/lib_search/include/p101_search/p101_search.h	libraries/lib_posix_xsi/src/search.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_search.h
p101_pthread_cond_broadcast	c:@F@p101_pthread_cond_broadcast	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_cond_destroy	c:@F@p101_pthread_cond_destroy	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_cond_init	c:@F@p101_pthread_cond_init	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_cond_signal	c:@F@p101_pthread_cond_signal	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_cond_timedwait	c:@F@p101_pthread_cond_timedwait	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_cond_wait	c:@F@p101_pthread_cond_wait	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_condattr_destroy	c:@F@p101_pthread_condattr_destroy	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_condattr_getpshared	c:@F@p101_pthread_condattr_getpshared	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_condattr_init	c:@F@p101_pthread_condattr_init	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_condattr_setpshared	c:@F@p101_pthread_condattr_setpshared	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutex_destroy	c:@F@p101_pthread_mutex_destroy	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_mutex_getprioceiling	c:@F@p101_pthread_mutex_getprioceiling	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutex_init	c:@F@p101_pthread_mutex_init	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_mutex_lock	c:@F@p101_pthread_mutex_lock	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_mutex_setprioceiling	c:@F@p101_pthread_mutex_setprioceiling	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutex_trylock	c:@F@p101_pthread_mutex_trylock	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_mutex_unlock	c:@F@p101_pthread_mutex_unlock	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_mutexattr_destroy	c:@F@p101_pthread_mutexattr_destroy	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_mutexattr_getprioceiling	c:@F@p101_pthread_mutexattr_getprioceiling	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutexattr_getprotocol	c:@F@p101_pthread_mutexattr_getprotocol	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutexattr_getpshared	c:@F@p101_pthread_mutexattr_getpshared	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutexattr_gettype	c:@F@p101_pthread_mutexattr_gettype	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_mutexattr_init	c:@F@p101_pthread_mutexattr_init	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_mutexattr_setprioceiling	c:@F@p101_pthread_mutexattr_setprioceiling	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutexattr_setprotocol	c:@F@p101_pthread_mutexattr_setprotocol	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutexattr_setpshared	c:@F@p101_pthread_mutexattr_setpshared	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_mutexattr_settype	c:@F@p101_pthread_mutexattr_settype	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_once	c:@F@p101_pthread_once	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlock_destroy	c:@F@p101_pthread_rwlock_destroy	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlock_init	c:@F@p101_pthread_rwlock_init	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlock_rdlock	c:@F@p101_pthread_rwlock_rdlock	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlock_tryrdlock	c:@F@p101_pthread_rwlock_tryrdlock	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlock_trywrlock	c:@F@p101_pthread_rwlock_trywrlock	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlock_unlock	c:@F@p101_pthread_rwlock_unlock	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlock_wrlock	c:@F@p101_pthread_rwlock_wrlock	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlockattr_destroy	c:@F@p101_pthread_rwlockattr_destroy	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlockattr_getpshared	c:@F@p101_pthread_rwlockattr_getpshared	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_pthread_rwlockattr_init	c:@F@p101_pthread_rwlockattr_init	sync	POSIX	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix/src/pthread.c	libraries/lib_posix/include/p101_posix/p101_pthread.h
p101_pthread_rwlockattr_setpshared	c:@F@p101_pthread_rwlockattr_setpshared	sync	POSIX-optional	libraries/lib_concurrency/src/p101_sync/pthread.c	libraries/lib_concurrency/include/p101_sync/p101_pthread.h	libraries/lib_posix_optional/src/pthread.c	libraries/lib_posix_optional/include/p101_posix_optional/p101_pthread.h
p101_sem_close	c:@F@p101_sem_close	sync	POSIX	libraries/lib_concurrency/src/p101_sync/semaphore.c	libraries/lib_concurrency/include/p101_sync/p101_semaphore.h	libraries/lib_posix/src/semaphore.c	libraries/lib_posix/include/p101_posix/p101_semaphore.h
p101_sem_open	c:@F@p101_sem_open	sync	POSIX	libraries/lib_concurrency/src/p101_sync/semaphore.c	libraries/lib_concurrency/include/p101_sync/p101_semaphore.h	libraries/lib_posix/src/semaphore.c	libraries/lib_posix/include/p101_posix/p101_semaphore.h
p101_sem_post	c:@F@p101_sem_post	sync	POSIX	libraries/lib_concurrency/src/p101_sync/semaphore.c	libraries/lib_concurrency/include/p101_sync/p101_semaphore.h	libraries/lib_posix/src/semaphore.c	libraries/lib_posix/include/p101_posix/p101_semaphore.h
p101_sem_trywait	c:@F@p101_sem_trywait	sync	POSIX	libraries/lib_concurrency/src/p101_sync/semaphore.c	libraries/lib_concurrency/include/p101_sync/p101_semaphore.h	libraries/lib_posix/src/semaphore.c	libraries/lib_posix/include/p101_posix/p101_semaphore.h
p101_sem_unlink	c:@F@p101_sem_unlink	sync	POSIX	libraries/lib_concurrency/src/p101_sync/semaphore.c	libraries/lib_concurrency/include/p101_sync/p101_semaphore.h	libraries/lib_posix/src/semaphore.c	libraries/lib_posix/include/p101_posix/p101_semaphore.h
p101_sem_wait	c:@F@p101_sem_wait	sync	POSIX	libraries/lib_concurrency/src/p101_sync/semaphore.c	libraries/lib_concurrency/include/p101_sync/p101_semaphore.h	libraries/lib_posix/src/semaphore.c	libraries/lib_posix/include/p101_posix/p101_semaphore.h
p101_cfgetispeed	c:@F@p101_cfgetispeed	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_cfgetospeed	c:@F@p101_cfgetospeed	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_cfmakeraw	c:@F@p101_cfmakeraw	terminal	common-Unix	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_unix/src/termios.c	libraries/lib_unix/include/p101_unix/p101_termios.h
p101_cfsetispeed	c:@F@p101_cfsetispeed	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_cfsetospeed	c:@F@p101_cfsetospeed	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_cfsetspeed	c:@F@p101_cfsetspeed	terminal	common-Unix	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_unix/src/termios.c	libraries/lib_unix/include/p101_unix/p101_termios.h
p101_grantpt	c:@F@p101_grantpt	terminal	XSI	libraries/lib_terminal/src/stdlib.c	libraries/lib_terminal/include/p101_terminal/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_isatty	c:@F@p101_isatty	terminal	POSIX	libraries/lib_terminal/src/unistd.c	libraries/lib_terminal/include/p101_terminal/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_posix_openpt	c:@F@p101_posix_openpt	terminal	XSI	libraries/lib_terminal/src/stdlib.c	libraries/lib_terminal/include/p101_terminal/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_ptsname	c:@F@p101_ptsname	terminal	XSI	libraries/lib_terminal/src/stdlib.c	libraries/lib_terminal/include/p101_terminal/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_tcdrain	c:@F@p101_tcdrain	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_tcflow	c:@F@p101_tcflow	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_tcflush	c:@F@p101_tcflush	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_tcgetattr	c:@F@p101_tcgetattr	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_tcgetpgrp	c:@F@p101_tcgetpgrp	terminal	POSIX	libraries/lib_terminal/src/unistd.c	libraries/lib_terminal/include/p101_terminal/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_tcgetsid	c:@F@p101_tcgetsid	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_tcsendbreak	c:@F@p101_tcsendbreak	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_tcsetattr	c:@F@p101_tcsetattr	terminal	POSIX	libraries/lib_terminal/src/termios.c	libraries/lib_terminal/include/p101_terminal/p101_termios.h	libraries/lib_posix/src/termios.c	libraries/lib_posix/include/p101_posix/p101_termios.h
p101_tcsetpgrp	c:@F@p101_tcsetpgrp	terminal	POSIX	libraries/lib_terminal/src/unistd.c	libraries/lib_terminal/include/p101_terminal/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_ttyname_r	c:@F@p101_ttyname_r	terminal	POSIX	libraries/lib_terminal/src/unistd.c	libraries/lib_terminal/include/p101_terminal/p101_unistd.h	libraries/lib_posix/src/unistd.c	libraries/lib_posix/include/p101_posix/p101_unistd.h
p101_unlockpt	c:@F@p101_unlockpt	terminal	XSI	libraries/lib_terminal/src/stdlib.c	libraries/lib_terminal/include/p101_terminal/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_a64l	c:@F@p101_a64l	text	XSI	libraries/lib_text/src/p101_text/stdlib.c	libraries/lib_text/include/p101_text/p101_stdlib.h	libraries/lib_posix_xsi/src/stdlib.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_stdlib.h
p101_ffs	c:@F@p101_ffs	text	XSI	libraries/lib_text/src/p101_text/strings.c	libraries/lib_text/include/p101_text/p101_strings.h	libraries/lib_posix_xsi/src/strings.c	libraries/lib_posix_xsi/include/p101_posix_xsi/p101_strings.h
p101_isalnum_l	c:@F@p101_isalnum_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_isalpha_l	c:@F@p101_isalpha_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_isblank_l	c:@F@p101_isblank_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_iscntrl_l	c:@F@p101_iscntrl_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_isdigit_l	c:@F@p101_isdigit_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_isgraph_l	c:@F@p101_isgraph_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_islower_l	c:@F@p101_islower_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_isprint_l	c:@F@p101_isprint_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_ispunct_l	c:@F@p101_ispunct_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_isspace_l	c:@F@p101_isspace_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_isupper_l	c:@F@p101_isupper_l	text	POSIX	libraries/lib_text/src/p101_text/ctype.c	libraries/lib_text/include/p101_text/p101_ctype.h	libraries/lib_posix/src/ctype.c	libraries/lib_posix/include/p101_posix/p101_ctype.h
p101_iswalnum_l	c:@F@p101_iswalnum_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswalpha_l	c:@F@p101_iswalpha_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswblank_l	c:@F@p101_iswblank_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswcntrl_l	c:@F@p101_iswcntrl_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswctype_l	c:@F@p101_iswctype_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswdigit_l	c:@F@p101_iswdigit_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswgraph_l	c:@F@p101_iswgraph_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
p101_iswlower_l	c:@F@p101_iswlower_l	text	POSIX	libraries/lib_text/src/p101_text/wctype.c	libraries/lib_text/include/p101_text/p101_wctype.h	libraries/lib_posix/src/wctype.c	libraries/lib_posix/include/p101_posix/p101_wctype.h
